applicant_id,credit_score,annual_income,debt_to_income,employment_length_years,age,num_open_accounts,delinquencies_2yr,loan_amount_requested,zip_tier,protected_group,gender,loan_approved
APP102916,693,73900.0,0.546,4.3,26,8,0,31300.0,4,Group A,Female,1
APP102917,671,65900.0,0.137,0.3,25,2,2,30800.0,1,Group B,Male,1
APP102918,722,81200.0,0.458,17.2,28,8,1,26100.0,4,Group A,Female,0
APP102919,697,65600.0,0.236,6.5,41,5,0,33400.0,3,Group B,Female,0
APP102920,640,62600.0,0.524,4.2,55,5,0,16400.0,4,Group B,Male,0
APP102921,658,95600.0,0.489,3.9,58,6,1,4600.0,4,Group A,Female,0
APP102922,787,18000.0,0.406,6.8,50,5,0,6400.0,2,Group A,Male,1
APP102923,570,36200.0,0.258,6.9,64,6,0,19700.0,1,Group A,Male,0
APP102924,726,48200.0,0.287,0.5,43,4,0,14500.0,1,Group A,Male,1
APP102925,761,27400.0,0.296,3.0,54,5,0,11400.0,3,Group A,Male,0
APP102926,718,56500.0,0.424,2.3,34,2,0,25300.0,3,Group B,Female,1
APP102927,808,54100.0,0.384,3.9,22,5,0,16800.0,4,Group A,Female,1
APP102928,741,91400.0,0.496,3.5,37,6,0,6100.0,2,Group A,Male,0
APP102929,705,65900.0,0.517,4.5,39,9,1,7300.0,2,Group B,Male,0
APP102930,650,62900.0,0.247,5.7,72,9,1,27000.0,2,Group A,Female,0
APP102931,706,58900.0,0.392,4.9,41,7,0,5000.0,1,Group A,Male,1
APP102932,724,42800.0,0.391,4.8,29,3,0,6100.0,4,Group A,Male,1
APP102933,680,89400.0,0.33,7.8,53,10,0,28400.0,5,Group B,Female,1
APP102934,632,97000.0,0.444,2.4,32,6,1,24800.0,4,Group A,Female,0
APP102935,602,38900.0,0.394,2.6,43,5,1,31200.0,1,Group A,Female,0
APP102936,692,106900.0,0.277,7.3,52,4,1,25500.0,2,Group A,Male,0
APP102937,584,51900.0,0.324,4.9,30,5,0,23400.0,1,Group A,Male,0
APP102938,649,49900.0,0.302,20.7,59,4,0,20300.0,4,Group A,Male,1
APP102939,522,79300.0,0.26,5.1,55,10,0,20400.0,1,Group A,Female,1
APP102940,734,81500.0,0.331,0.7,45,9,0,27800.0,5,Group B,Male,0
APP102941,755,66300.0,0.197,3.2,62,5,0,10200.0,5,Group A,Male,1
APP102942,685,59700.0,0.392,1.2,36,4,1,15600.0,5,Group B,Male,0
APP102943,799,96100.0,0.494,3.8,51,3,1,8300.0,1,Group A,Female,0
APP102944,768,53000.0,0.346,5.8,44,3,0,20000.0,4,Group A,Female,0
APP102945,711,66300.0,0.444,0.4,33,4,0,24200.0,2,Group A,Female,0
APP102946,673,108700.0,0.357,2.2,34,4,0,22300.0,1,Group A,Male,0
APP102947,657,35900.0,0.228,4.6,65,5,0,9000.0,5,Group B,Female,0
APP102948,717,57000.0,0.561,17.5,54,7,1,28100.0,2,Group B,Male,0
APP102949,671,92600.0,0.074,1.7,52,11,2,12400.0,1,Group B,Male,1
APP102950,716,80700.0,0.341,16.3,33,5,1,15600.0,3,Group A,Male,0
APP102951,720,89500.0,0.255,7.9,49,3,0,26800.0,5,Group B,Male,1
APP102952,665,36300.0,0.514,0.0,37,3,0,18600.0,2,Group A,Male,0
APP102953,751,75700.0,0.364,6.1,61,3,0,16000.0,1,Group B,Female,1
APP102954,665,61200.0,0.621,0.2,56,8,0,40600.0,3,Group A,Male,0
APP102955,681,122500.0,0.344,2.7,52,7,1,20900.0,2,Group A,Male,1
APP102956,616,87400.0,0.256,0.5,51,5,0,18300.0,1,Group A,Female,0
APP102957,662,67500.0,0.152,4.3,40,2,1,15800.0,2,Group A,Female,0
APP102958,820,74900.0,0.462,7.3,47,7,1,14600.0,4,Group A,Male,1
APP102959,621,69300.0,0.248,19.2,59,5,1,18600.0,5,Group B,Female,0
APP102960,708,84800.0,0.294,5.1,47,4,0,11000.0,4,Group B,Male,1
APP102961,650,47400.0,0.475,0.8,31,3,0,10700.0,3,Group B,Male,0
APP102962,536,100800.0,0.456,2.1,56,8,1,14400.0,1,Group A,Female,0
APP102963,716,36200.0,0.273,0.2,33,9,0,24300.0,5,Group A,Female,0
APP102964,644,72900.0,0.29,4.4,41,6,0,27200.0,2,Group A,Male,1
APP102965,701,48200.0,0.147,0.2,35,8,0,2100.0,3,Group A,Male,1
APP102966,744,69000.0,0.114,5.0,21,12,0,20600.0,4,Group A,Male,0
APP102967,695,91700.0,0.424,4.5,43,5,0,16500.0,2,Group A,Male,1
APP102968,701,26900.0,0.436,0.9,67,5,0,41000.0,4,Group A,Female,0
APP102969,624,63900.0,0.379,3.8,45,10,0,15800.0,5,Group A,Female,0
APP102970,726,33400.0,0.361,2.2,75,5,1,7800.0,3,Group A,Female,0
APP102971,668,61300.0,0.262,2.9,39,3,1,24900.0,3,Group A,Male,0
APP102972,550,33400.0,0.501,8.0,44,4,0,24700.0,2,Group A,Female,0
APP102973,734,71900.0,0.144,12.3,40,9,0,16000.0,3,Group B,Male,1
APP102974,754,57800.0,0.288,0.1,42,3,0,22000.0,1,Group A,Male,1
APP102975,776,85900.0,0.358,11.4,45,5,0,28200.0,5,Group B,Male,0
APP102976,821,97500.0,0.34,3.4,59,9,0,29700.0,2,Group A,Male,1
APP102977,730,68300.0,0.34,1.4,31,4,1,23000.0,4,Group B,Female,0
APP102978,713,89400.0,0.283,2.8,41,4,0,12200.0,4,Group B,Female,1
APP102979,751,101200.0,0.399,2.1,48,2,0,6400.0,5,Group B,Female,1
APP102980,622,45900.0,0.206,2.5,56,6,0,12100.0,1,Group A,Female,0
APP102981,571,102400.0,0.324,0.3,21,9,0,26800.0,3,Group A,Female,0
APP102982,649,67100.0,0.388,3.4,24,8,1,23000.0,5,Group A,Female,0
APP102983,763,44500.0,0.303,3.4,41,3,0,1600.0,3,Group A,Female,0
APP102984,637,75200.0,0.341,1.9,54,7,2,1000.0,4,Group A,Female,0
APP102985,710,66300.0,0.364,13.4,35,2,0,1000.0,4,Group A,Female,1
APP102986,717,34200.0,0.146,7.3,49,7,0,22200.0,4,Group A,Male,0
APP102987,696,41600.0,0.157,12.0,65,4,2,14800.0,2,Group A,Female,0
APP102988,597,107300.0,0.355,2.4,41,5,0,14700.0,2,Group A,Male,1
APP102989,702,74700.0,0.273,15.3,38,3,0,17500.0,4,Group A,Male,1
APP102990,653,103600.0,0.28,0.6,47,9,1,14100.0,2,Group B,Female,1
APP102991,791,58000.0,0.403,1.8,43,4,0,13000.0,5,Group B,Male,1
APP102992,754,48800.0,0.231,2.1,44,4,1,30800.0,1,Group A,Male,0
APP102993,655,27600.0,0.075,0.7,39,9,1,25300.0,2,Group A,Male,1
APP102994,795,91200.0,0.522,3.2,38,3,0,26500.0,4,Group A,Male,1
APP102995,702,77900.0,0.473,,29,9,0,31900.0,4,Group A,Female,0
APP102996,571,58200.0,0.472,2.8,48,6,0,28000.0,3,Group A,Female,1
APP102997,675,49000.0,0.217,1.1,29,5,0,9000.0,1,Group A,Male,1
APP102998,786,95000.0,0.331,3.1,31,14,0,23300.0,5,Group B,Female,0
APP102999,627,63700.0,0.2,1.0,27,6,0,1500.0,4,Group A,Female,0
APP103000,676,64000.0,0.333,10.7,37,4,2,11000.0,3,Group B,Female,0
APP103001,592,53600.0,0.302,9.4,41,6,0,26800.0,1,Group A,Male,0
APP103002,602,58200.0,0.221,3.5,28,5,0,12400.0,2,Group A,Male,0
APP103003,626,81200.0,0.395,16.2,38,9,1,22000.0,5,Group B,Male,0
APP103004,600,34000.0,0.312,1.7,43,3,0,32700.0,2,Group A,Male,0
APP103005,640,69900.0,0.529,3.5,22,5,0,17400.0,2,Group B,Female,0
APP103006,793,90900.0,0.349,1.0,32,4,0,15600.0,2,Group A,Male,1
APP103007,678,66000.0,0.06,6.1,63,5,1,15500.0,5,Group A,Female,0
APP103008,731,93300.0,0.141,1.3,32,1,0,14500.0,2,Group A,Female,1
APP103009,751,100200.0,0.571,0.3,50,4,0,13800.0,5,Group B,Male,0
APP103010,608,89700.0,0.301,4.2,35,9,0,16900.0,1,Group A,Male,1
APP103011,626,55100.0,0.366,11.6,43,7,1,21200.0,5,Group B,Female,1
APP103012,730,67100.0,0.341,2.6,31,9,0,15600.0,5,Group B,Female,1
APP103013,639,76300.0,0.496,4.7,21,5,0,15600.0,3,Group B,Male,0
APP103014,725,56700.0,0.13,8.2,36,6,0,18700.0,2,Group A,Female,1
APP103015,789,55900.0,0.486,1.7,46,10,0,7800.0,3,Group B,Female,1
APP103016,585,54500.0,0.479,11.4,49,10,0,16200.0,3,Group B,Female,0
APP103017,657,129000.0,0.341,7.9,43,5,0,24000.0,4,Group A,Male,0
APP103018,667,61500.0,0.385,2.9,32,4,0,7500.0,1,Group A,Female,1
APP103019,646,93600.0,0.299,6.3,52,5,0,22500.0,2,Group A,Female,0
APP103020,640,47100.0,0.155,4.5,32,6,1,24400.0,4,Group A,Male,0
APP103021,648,108800.0,0.404,14.4,33,10,0,34300.0,5,Group B,Female,1
APP103022,679,58900.0,0.367,8.0,29,4,0,21000.0,3,Group A,Female,0
APP103023,691,69300.0,0.369,1.2,36,7,1,11300.0,3,Group A,Male,1
APP103024,742,24000.0,0.393,2.0,37,7,0,17500.0,4,Group A,Female,0
APP103025,678,94800.0,0.274,0.6,45,4,1,13300.0,3,Group A,Female,0
APP103026,753,100000.0,0.504,1.6,25,7,0,16300.0,1,Group A,Female,1
APP103027,642,39500.0,0.341,11.2,35,4,0,6300.0,4,Group B,Female,0
APP103028,602,96200.0,0.4,2.1,31,4,0,17400.0,3,Group A,Male,1
APP103029,660,35900.0,0.31,7.1,46,6,1,29500.0,3,Group A,Male,0
APP103030,710,83200.0,0.456,3.2,45,7,0,29900.0,5,Group B,Male,1
APP103031,736,61100.0,0.351,9.0,29,8,0,24100.0,2,Group A,Female,1
APP103032,775,100100.0,0.331,0.0,47,2,0,10900.0,1,Group A,Male,1
APP103033,699,74000.0,0.473,3.7,40,10,1,22700.0,1,Group A,Female,0
APP103034,729,90400.0,0.15,3.3,51,6,0,16400.0,4,Group B,Male,0
APP103035,769,97700.0,0.309,4.4,33,10,0,15400.0,1,Group B,Male,1
APP103036,629,61000.0,0.273,0.1,48,4,0,28800.0,4,Group A,Female,0
APP103037,666,67300.0,0.381,12.2,51,12,0,15200.0,1,Group A,Female,1
APP103038,850,41300.0,0.375,4.3,42,8,0,14900.0,2,Group A,Male,1
APP103039,736,60800.0,0.339,4.8,66,5,0,22300.0,4,Group A,Male,0
APP103040,713,114200.0,0.261,2.9,47,6,0,5900.0,2,Group A,Male,1
APP103041,738,86100.0,0.337,4.0,62,6,1,16500.0,3,Group B,Male,0
APP103042,593,42900.0,0.376,1.5,71,7,1,29600.0,5,Group B,Male,1
APP103043,638,107200.0,0.32,2.4,21,9,1,31500.0,2,Group A,Female,0
APP103044,614,77300.0,0.462,0.8,55,2,0,10200.0,5,Group B,Male,0
APP103045,707,87900.0,0.407,1.5,47,6,0,9300.0,5,Group B,Male,0
APP103046,656,79800.0,0.342,13.8,44,1,0,12900.0,1,Group A,Male,1
APP103047,686,78100.0,0.082,0.7,33,3,0,1000.0,2,Group A,Male,0
APP103048,660,20100.0,0.316,10.9,30,8,0,33500.0,2,Group B,Female,0
APP103049,574,94600.0,0.409,0.2,28,7,0,24500.0,5,Group A,Male,0
APP103050,738,18000.0,0.309,0.1,68,7,1,8200.0,4,Group B,Male,0
APP103051,565,92400.0,0.373,2.3,47,6,0,5800.0,4,Group A,Female,0
APP103052,633,70400.0,0.315,5.8,25,6,1,18200.0,2,Group A,Female,0
APP103053,594,88100.0,0.366,0.9,28,5,0,21400.0,4,Group B,Female,0
APP103054,623,71800.0,0.494,2.1,21,12,0,36600.0,4,Group A,Female,0
APP103055,693,93100.0,0.427,4.7,55,4,4,13700.0,4,Group A,Female,0
APP103056,760,68400.0,0.197,6.8,42,5,0,20100.0,4,Group A,Female,1
APP103057,579,74700.0,0.158,20.6,47,1,1,13800.0,4,Group A,Female,0
APP103058,644,77700.0,0.389,6.3,41,6,1,16500.0,4,Group A,Male,1
APP103059,566,113100.0,0.468,11.8,52,8,0,35000.0,1,Group A,Female,0
APP103060,641,82400.0,0.157,1.8,36,6,0,42800.0,2,Group A,Female,0
APP103061,685,36400.0,0.317,0.1,45,4,1,24400.0,5,Group A,Female,0
APP103062,730,54500.0,0.601,5.4,44,9,0,6200.0,2,Group A,Male,1
APP103063,542,82400.0,0.31,1.5,27,6,0,26500.0,4,Group B,Female,0
APP103064,716,98200.0,0.618,3.5,32,8,0,18400.0,2,Group A,Male,0
APP103065,617,50700.0,0.249,9.1,37,7,0,20600.0,3,Group A,Female,0
APP103066,601,121800.0,0.269,1.0,45,4,0,16800.0,4,Group A,Male,1
APP103067,684,72200.0,0.263,2.1,58,6,1,13000.0,4,Group A,Female,1
APP103068,721,78100.0,0.199,5.6,42,6,0,22800.0,2,Group B,Female,1
APP103069,673,37900.0,0.154,7.8,40,6,1,13000.0,2,Group A,Male,0
APP103070,609,94800.0,0.316,0.6,45,5,0,15700.0,1,Group A,Male,1
APP103071,673,57300.0,0.356,3.0,39,6,2,18500.0,1,Group B,Male,0
APP103072,633,50100.0,0.261,6.0,41,7,0,20800.0,5,Group B,Female,0
APP103073,719,60400.0,0.288,7.2,59,9,1,4900.0,5,Group B,Female,0
APP103074,750,101200.0,0.499,0.6,38,4,0,21500.0,1,Group B,Female,1
APP103075,746,79200.0,0.447,26.2,44,7,0,14000.0,2,Group B,Male,1
APP103076,679,46700.0,0.312,3.1,33,7,1,22900.0,3,Group A,Female,0
APP103077,753,55300.0,0.387,2.0,56,11,0,38000.0,3,Group A,Female,0
APP103078,614,101800.0,0.16,1.7,30,1,1,10400.0,3,Group A,Male,0
APP103079,796,62300.0,0.37,0.1,40,6,0,17500.0,1,Group A,Male,1
APP103080,613,81400.0,0.333,0.1,53,6,0,14800.0,2,Group A,Male,0
APP103081,548,87300.0,0.299,0.6,31,5,0,13300.0,2,Group A,Male,1
APP103082,769,18000.0,0.344,2.3,51,4,1,7600.0,2,Group A,Male,1
APP103083,634,98300.0,0.326,4.1,21,4,0,19300.0,5,Group B,Male,0
APP103084,688,47500.0,0.195,3.0,28,6,0,9800.0,4,Group B,Male,1
APP103085,613,59300.0,0.525,2.5,40,10,0,33000.0,4,Group A,Male,0
APP103086,834,104900.0,0.445,1.2,70,5,0,20900.0,1,Group A,Male,1
APP103087,798,102700.0,0.297,2.1,43,6,1,6800.0,3,Group A,Female,1
APP103088,781,79800.0,0.146,2.3,43,4,1,21400.0,1,Group A,Female,0
APP103089,686,85500.0,0.07,3.1,55,7,0,19000.0,3,Group B,Male,1
APP103090,744,91500.0,0.561,1.9,28,8,0,7900.0,5,Group B,Female,1
APP103091,677,102300.0,0.321,2.0,21,8,0,17700.0,5,Group B,Female,0
APP103092,753,105400.0,0.424,0.8,62,3,1,20000.0,4,Group B,Male,1
APP103093,653,70600.0,0.236,1.6,48,9,0,37400.0,4,Group B,Male,0
APP103094,783,50300.0,0.306,1.2,36,11,0,8200.0,3,Group A,Male,1
APP103095,650,61900.0,0.312,0.8,42,8,0,21300.0,5,Group A,Female,0
APP103096,657,71100.0,0.367,8.0,54,5,0,7500.0,3,Group A,Male,1
APP103097,650,66700.0,0.35,2.7,39,12,1,15000.0,3,Group A,Male,1
APP103098,693,43700.0,0.239,4.9,43,5,1,9000.0,4,Group A,Female,1
APP103099,655,78500.0,0.237,3.9,65,6,1,31100.0,1,Group A,Female,0
APP103100,712,30400.0,0.331,3.2,26,5,1,29600.0,2,Group B,Male,1
APP103101,649,70000.0,0.147,13.5,47,1,0,28100.0,2,Group A,Female,1
APP103102,731,71600.0,0.249,1.6,26,4,0,12400.0,2,Group B,Male,1
APP103103,779,70800.0,0.323,0.5,60,5,1,10500.0,2,Group B,Female,1
APP103104,685,88400.0,0.384,0.7,45,7,0,18200.0,2,Group A,Female,0
APP103105,824,85200.0,0.505,6.4,33,6,1,34800.0,3,Group A,Female,1
APP103106,753,121300.0,0.288,4.6,23,5,0,27100.0,2,Group A,Male,1
APP103107,819,55600.0,0.344,2.4,37,9,0,40200.0,1,Group A,Male,1
APP103108,676,74700.0,0.135,0.6,43,12,0,15200.0,2,Group A,Female,1
APP103109,572,73200.0,0.377,3.3,55,3,1,18000.0,3,Group B,Male,0
APP103110,634,72000.0,0.24,0.6,28,9,0,24500.0,1,Group A,Female,1
APP103111,641,37600.0,0.306,2.0,31,4,0,17500.0,2,Group A,Male,0
APP103112,618,39600.0,0.392,0.7,35,8,1,17500.0,3,Group B,Male,0
APP103113,537,68200.0,0.397,0.6,32,5,1,8800.0,5,Group A,Male,0
APP103114,747,30200.0,0.18,1.2,35,1,0,10200.0,1,Group A,Male,1
APP103115,559,60000.0,0.428,5.3,30,8,0,38800.0,2,Group A,Female,0
APP103116,740,52500.0,0.336,2.4,46,6,0,13100.0,1,Group A,Male,1
APP103117,822,60800.0,0.479,5.3,35,8,1,28000.0,5,Group A,Female,1
APP103118,629,95200.0,0.501,3.1,41,7,0,3100.0,2,Group A,Female,0
APP103119,705,42100.0,0.517,14.2,45,5,0,18500.0,2,Group A,Female,0
APP103120,654,88900.0,0.183,0.7,24,7,1,8600.0,1,Group A,Female,1
APP103121,734,54300.0,0.384,21.9,48,7,0,16100.0,3,Group A,Female,1
APP103122,602,57300.0,0.166,9.3,44,4,0,26400.0,1,Group A,Female,0
APP103123,671,79200.0,0.483,17.3,44,9,0,15400.0,4,Group A,Male,1
APP103124,753,61400.0,0.499,0.4,39,7,2,35300.0,2,Group A,Female,0
APP103125,677,46600.0,0.448,10.7,38,7,0,21000.0,3,Group A,Female,1
APP103126,574,59100.0,0.293,1.8,42,5,1,19800.0,4,Group A,Male,0
APP103127,761,25400.0,0.4,3.3,42,4,0,14800.0,1,Group A,Female,0
APP103128,596,77100.0,0.279,1.5,27,5,0,10200.0,3,Group B,Male,0
APP103129,685,18000.0,0.342,3.2,60,9,0,11500.0,1,Group B,Female,1
APP103130,718,89300.0,0.33,1.1,33,7,1,22400.0,4,Group A,Male,1
APP103131,688,82800.0,0.12,0.1,42,4,1,11200.0,3,Group B,Female,0
APP103132,845,106400.0,0.251,4.6,55,4,1,15600.0,4,Group A,Male,0
APP103133,728,120400.0,0.59,6.2,37,1,0,15000.0,2,Group A,Female,1
APP103134,667,90500.0,0.33,3.5,44,5,2,33200.0,5,Group B,Male,0
APP103135,719,52900.0,0.358,2.5,21,5,0,19500.0,4,Group B,Female,0
APP103136,694,120100.0,0.339,1.4,21,11,0,20500.0,2,Group B,Male,0
APP103137,683,39300.0,0.295,12.7,41,10,0,10300.0,1,Group A,Female,0
APP103138,696,22300.0,0.344,5.6,43,9,0,10400.0,2,Group B,Male,1
APP103139,652,112500.0,0.295,0.6,54,4,1,8700.0,2,Group A,Male,1
APP103140,694,82400.0,0.089,17.8,51,11,2,17000.0,3,Group A,Male,1
APP103141,647,23000.0,0.426,4.1,22,1,1,3000.0,5,Group A,Female,1
APP103142,557,35500.0,0.517,6.2,56,6,1,24800.0,5,Group B,Male,0
APP103143,754,81200.0,0.212,4.6,27,4,0,22100.0,2,Group A,Female,1
APP103144,643,47100.0,0.295,0.5,51,2,0,7000.0,5,Group B,Male,0
APP103145,689,50600.0,0.505,8.4,36,8,0,15900.0,1,Group A,Female,0
APP103146,631,115200.0,0.255,7.8,74,4,1,28400.0,1,Group B,Male,1
APP103147,633,119600.0,0.383,0.9,34,2,3,17600.0,3,Group B,Male,0
APP103148,612,71500.0,0.816,1.4,40,8,0,6800.0,4,Group B,Male,0
APP103149,742,64400.0,0.41,0.3,43,4,1,28800.0,5,Group A,Male,0
APP103150,757,89700.0,0.348,2.5,38,6,0,27100.0,1,Group A,Male,1
APP103151,682,54500.0,0.437,0.7,29,10,0,29000.0,5,Group A,Male,0
APP103152,645,18000.0,0.425,2.6,67,6,0,9200.0,4,Group A,Female,1
APP103153,570,18000.0,0.267,1.5,34,8,2,46100.0,1,Group A,Female,0
APP103154,732,66200.0,0.149,1.5,33,7,0,21200.0,3,Group A,Male,1
APP103155,636,89200.0,0.405,5.7,40,6,1,17400.0,4,Group A,Female,0
APP103156,607,68400.0,0.422,7.8,43,5,0,20700.0,2,Group A,Male,1
APP103157,682,87400.0,0.307,1.3,33,3,0,25700.0,2,Group A,Male,0
APP103158,658,89800.0,0.521,5.8,52,4,1,32000.0,5,Group B,Male,0
APP103159,581,101300.0,0.499,4.5,43,4,1,10400.0,1,Group A,Male,0
APP103160,590,72500.0,0.425,,41,3,0,15000.0,2,Group B,Male,1
APP103161,702,74600.0,0.309,4.4,48,5,1,11000.0,3,Group B,Female,1
APP103162,637,67100.0,0.11,14.3,31,5,0,3200.0,3,Group A,Female,1
APP103163,713,61800.0,0.321,9.4,34,4,0,20300.0,1,Group B,Female,1
APP103164,690,30300.0,0.138,4.0,41,4,0,26500.0,2,Group A,Male,0
APP103165,748,96100.0,0.081,10.5,52,5,1,10900.0,3,Group B,Male,1
APP103166,626,58800.0,0.411,2.8,38,7,0,12100.0,1,Group A,Female,1
APP103167,695,57400.0,0.469,7.9,37,4,0,12100.0,3,Group A,Male,0
APP103168,721,55000.0,0.125,5.8,21,3,0,26900.0,1,Group A,Male,0
APP103169,639,35800.0,0.312,2.6,33,7,1,13300.0,3,Group A,Male,0
APP103170,753,65900.0,0.338,9.5,21,11,0,1000.0,3,Group B,Male,1
APP103171,572,80400.0,0.308,20.0,24,6,0,18700.0,3,Group A,Female,1
APP103172,626,51100.0,0.188,1.5,45,10,0,14100.0,2,Group B,Male,1
APP103173,569,92900.0,0.486,9.9,75,8,0,8400.0,5,Group B,Male,0
APP103174,632,59200.0,0.191,0.2,43,5,2,18100.0,1,Group A,Female,0
APP103175,670,31200.0,0.126,4.3,45,8,1,19600.0,4,Group A,Female,1
APP103176,734,101000.0,0.189,7.0,32,8,0,15200.0,2,Group B,Male,1
APP103177,670,72800.0,0.393,5.9,28,5,0,16400.0,1,Group A,Male,1
APP103178,641,88700.0,0.311,8.2,66,9,0,2600.0,3,Group A,Female,0
APP103179,579,89300.0,0.255,3.2,31,5,0,9200.0,1,Group A,Male,1
APP103180,601,45300.0,0.398,2.4,21,7,1,20600.0,4,Group B,Male,0
APP103181,700,55500.0,0.377,0.1,44,10,0,24400.0,4,Group A,Male,1
APP103182,737,92800.0,0.086,2.8,36,6,1,11000.0,4,Group A,Male,1
APP103183,653,112000.0,0.397,0.3,48,6,0,34600.0,3,Group A,Female,0
APP103184,759,69500.0,0.47,3.6,60,4,0,16000.0,5,Group A,Female,0
APP103185,618,52900.0,0.326,10.3,45,3,1,11500.0,2,Group A,Female,1
APP103186,655,108400.0,0.314,5.9,44,7,0,19400.0,5,Group B,Female,1
APP103187,660,53000.0,0.548,8.6,49,5,1,21100.0,5,Group B,Female,0
APP103188,779,75900.0,0.262,1.9,73,8,0,18400.0,1,Group A,Female,1
APP103189,689,57700.0,0.322,0.4,68,4,0,17600.0,1,Group A,Female,0
APP103190,563,74500.0,0.376,0.8,37,5,0,22900.0,1,Group A,Male,0
APP103191,742,45300.0,0.345,1.9,52,6,0,30000.0,2,Group A,Male,0
APP103192,800,59000.0,0.31,3.4,62,8,0,9200.0,2,Group A,Female,0
APP103193,664,52900.0,0.35,1.9,49,6,1,10600.0,3,Group B,Male,0
APP103194,622,83900.0,0.513,4.1,40,8,1,18700.0,3,Group A,Male,0
APP103195,736,71900.0,0.429,3.8,35,7,1,25600.0,3,Group A,Male,1
APP103196,808,89100.0,0.332,6.5,42,9,0,1400.0,5,Group A,Female,1
APP103197,735,48200.0,0.245,6.2,27,4,0,19200.0,1,Group A,Male,1
APP103198,575,63000.0,0.26,2.2,52,5,0,32900.0,1,Group A,Male,0
APP103199,729,83000.0,0.445,2.5,58,8,1,20300.0,4,Group B,Male,0
APP103200,706,88600.0,0.165,5.1,36,7,0,23100.0,2,Group B,Male,1
APP103201,618,33300.0,0.604,2.1,36,5,0,18900.0,1,Group B,Female,0
APP103202,764,75600.0,0.337,11.3,28,6,0,20600.0,5,Group B,Male,0
APP103203,708,48500.0,0.188,0.5,47,4,0,24200.0,4,Group A,Male,1
APP103204,765,89800.0,0.36,0.7,41,5,1,10900.0,5,Group B,Male,1
APP103205,611,112700.0,0.252,3.1,24,7,3,6000.0,3,Group A,Female,1
APP103206,706,18000.0,0.294,12.1,75,8,0,23200.0,3,Group A,Female,0
APP103207,622,52300.0,0.174,2.9,21,6,0,18400.0,4,Group A,Male,0
APP103208,696,74300.0,0.314,9.9,24,6,0,34900.0,2,Group A,Male,0
APP103209,776,67900.0,0.107,4.4,52,6,2,5400.0,3,Group A,Female,1
APP103210,587,90600.0,0.274,1.0,49,5,1,26300.0,3,Group A,Female,0
APP103211,591,69900.0,0.249,9.8,32,5,1,9200.0,2,Group B,Male,0
APP103212,742,55300.0,0.285,1.1,32,9,0,19900.0,2,Group B,Male,0
APP103213,679,43500.0,0.256,6.9,46,6,0,24000.0,3,Group A,Male,1
APP103214,756,39500.0,0.344,0.2,46,7,0,18000.0,1,Group A,Male,1
APP103215,628,50200.0,0.438,1.6,33,6,2,18900.0,4,Group B,Female,0
APP103216,683,54400.0,0.38,11.4,53,4,0,16800.0,2,Group A,Female,1
APP103217,725,77200.0,0.483,1.0,48,10,0,18400.0,4,Group A,Female,0
APP103218,694,64200.0,0.285,6.0,57,5,1,7000.0,1,Group A,Female,1
APP103219,564,52400.0,0.376,4.1,40,4,0,9700.0,2,Group A,Male,0
APP103220,850,43800.0,0.38,0.6,51,4,0,17700.0,1,Group A,Female,0
APP103221,694,51100.0,0.467,4.0,38,4,1,18500.0,3,Group B,Male,0
APP103222,593,54500.0,0.26,2.6,47,3,1,17100.0,2,Group B,Male,0
APP103223,700,50000.0,0.427,0.8,45,2,0,8300.0,5,Group B,Female,0
APP103224,708,84200.0,0.246,7.8,51,4,0,26700.0,2,Group A,Male,1
APP103225,745,100800.0,0.277,0.9,47,3,0,20800.0,1,Group B,Female,1
APP103226,740,39800.0,0.301,3.7,21,6,1,20400.0,2,Group A,Female,1
APP103227,666,94900.0,0.39,8.1,33,3,1,18300.0,3,Group A,Female,1
APP103228,568,84600.0,0.22,16.8,42,5,0,8700.0,1,Group A,Female,1
APP103229,710,72300.0,0.236,10.3,47,5,0,3200.0,4,Group A,Male,1
APP103230,573,104600.0,0.269,12.4,51,7,0,18600.0,3,Group A,Male,1
APP103231,759,63900.0,0.345,16.2,48,4,0,12100.0,4,Group A,Female,1
APP103232,632,77600.0,0.237,6.7,33,8,0,12700.0,1,Group A,Female,1
APP103233,721,71000.0,0.369,6.7,52,8,0,24100.0,2,Group A,Female,0
APP103234,637,69200.0,0.301,2.3,31,6,0,16300.0,1,Group A,Male,1
APP103235,648,79000.0,0.412,7.1,56,9,0,23800.0,5,Group A,Male,0
APP103236,628,69100.0,0.347,2.4,57,6,0,12100.0,3,Group B,Male,0
APP103237,727,79200.0,0.533,12.0,41,9,1,15000.0,3,Group A,Female,1
APP103238,640,51900.0,0.353,4.1,33,6,0,16800.0,3,Group A,Female,0
APP103239,730,52700.0,0.206,1.1,33,7,0,1700.0,2,Group A,Female,1
APP103240,641,51800.0,0.317,1.9,28,9,0,10900.0,1,Group B,Male,1
APP103241,665,59200.0,0.342,12.2,30,5,0,30200.0,4,Group A,Male,0
APP103242,682,92300.0,0.24,1.6,39,5,0,12000.0,2,Group B,Male,0
APP103243,690,56900.0,0.507,12.3,34,10,0,19400.0,5,Group A,Male,0
APP103244,620,83700.0,0.306,1.8,22,2,0,11300.0,4,Group A,Male,0
APP103245,726,74400.0,0.269,1.1,35,9,0,11400.0,5,Group A,Female,1
APP103246,662,57400.0,0.36,1.4,42,5,1,19900.0,4,Group A,Male,0
